# Downloaded from http://scsie.uv.es/chipsdna/mRNA%20final%20data.txt
# From Genomic Run-On Evaluates Transcription Rates for All Yeast Genes and Identifies Gene Regulatory Mechanisms, 
# Molecular Cell Volume 15, Issue 2, 23 July 2004, Pages 303–313 José Garci´a-Marti´nez1, 2, Agusti´n Aranda1, 3, José E Pérez-Orti´n
# http://www.sciencedirect.com/science/article/pii/S1097276504003375
#ORF name	Gene name	Biological Process	mRNA t0	SD t0	mRNA t1	SD t1	mRNA t2	SD t2	mRNA t3	SD t3	mRNA t4	SD t4	mRNA t5	SD t5
orf	gene	biological.process	mrna.t0	sd.t0	mrna.t1	sd.t1	mrna.t2	sd.t2	mrna.t3	sd.t3	mrna.t4	sd.t4	mrna.t5	sd.t5
YLR277C	YSH1	mRNA 3_prime-end processing	36.5034	6.6085	22.5552	6.1843	24.2189	6.4898	20.3835	6.5608	26.4362	6.0986	26.6321	6.4504
YLR278C	YLR278C	unknown	27.1372	7.8084	15.7866	3.7195	13.4203	3.7637	18.2636	3.7928	23.5083	7.1345	20.4741	7.5468
YLR279W	YLR279W	unknown	NA	NA	3.3071	3.6721	15.9061	5.5416	7.9462	2.9941	7.2719	2.9756	8.5405	2.9476
YLR280C	YLR280C	unknown	4.8593	2.5817	5.1745	2.2776	4.1704	2.3424	4.9871	2.2751	4.8673	2.2388	5.1414	2.2248
YLR281C	YLR281C	unknown	24.0465	4.4449	17.0178	4.1643	25.9433	4.459	22.8371	4.5089	30.0507	4.1211	26.067	4.3252
YLR282C	YLR282C	unknown	74.7975	8.0984	53.4306	7.7732	180.4087	8.3682	158.5966	8.4864	168.5447	7.6069	89.0044	7.8557
YLR283W	YLR283W	unknown	8.3209	4.5422	4.0252	4.8401	8.5027	3.9587	11.9821	3.8071	11.3277	3.7549	11.6375	3.8071
YLR284C	ECI1	unknown	10.2331	3.4881	6.2846	3.4306	34.8853	6.1617	17.8526	6.0954	16.2911	5.8113	6.3549	3.2747
YLR285W	YLR285W	unknown	83.3633	6.6959	54.0779	6.4672	15.6579	3.2023	19.0514	6.5821	46.0473	6.1604	34.3503	6.4667
YLR286C	CTS1	cell wall biogenesis	1271.08	7.8208	713.539	7.8304	611.7768	7.9722	493.8973	8.1681	746.2884	7.3663	586.9726	7.8738
YLR287C	YLR287C	unknown	25.0607	7.1843	21.2127	6.5992	2.0891	5.4672	8.244	3.7692	18.4928	6.6487	15.0728	3.5164
YLR288C	MEC3	DNA repair; DNA damage checkpoint	11.1229	3.469	7.3864	3.3402	6.6328	3.3489	5.9162	3.4462	11.1367	3.058	7.6337	3.2417
YLR289W	GUF1	unknown	16.4347	6.4137	9.9503	3.0809	10.8295	2.9954	9.3481	3.1362	13.7274	2.9239	14.922	3.0213
YLR290C	YLR290C	unknown	20.9597	7.6521	12.2895	3.6849	24.4855	7.1503	14.8469	3.6651	26.315	6.7763	36.3532	7.128
YLR291C	GCD7	protein synthesis	50.4472	6.9587	41.5462	6.6642	12.0747	3.4255	18.0401	6.8821	33.9531	6.4001	23.0055	6.8041
YLR292C	SEC72	secretion	149.8886	6.4577	101.8736	6.3548	22.7234	6.2458	33.9973	6.4717	79.5232	5.9676	47.0583	6.1971
YLR293C	GSP1	nuclear protein targeting	1020.4223	6.8812	524.5563	6.888	85.2699	6.9283	197.5891	7.1424	309.0872	6.4282	156.8252	6.6547
YLR294C	YLR294C	unknown	109.403	12.9349	72.1244	12.3217	242.847	13.3464	275.7691	13.5883	314.5929	12.1883	201.4131	12.6171
YLR295C	ATP14	ATP synthesis	92.2088	6.5497	57.2215	6.3397	97.1139	6.6939	187.1048	6.8741	264.5607	6.1793	206.933	6.4605
YLR296W	YLR296W	unknown	43.225	7.444	29.0082	6.9807	31.6153	7.3661	51.4278	7.6355	72.783	6.9483	54.9103	7.2442
YLR297W	YLR297W	unknown	68.955	6.4659	56.5761	6.2759	37.4648	6.4438	31.8546	6.507	60.1284	5.9893	133.7716	6.3257
YLR298C	YHC1	mRNA splicing	11.4359	3.8853	8.8529	3.6317	8.1546	3.6163	9.467	3.5808	14.5859	3.3121	12.4593	3.467
YLR299W	ECM38	glutathione biosynthesis	36.0766	5.9824	27.0921	5.6545	46.0603	6.064	28.1564	6.0485	34.3106	5.531	26.6926	5.8329
YLR300W	EXG1	cell wall biogenesis	254.5831	6.2974	219.5102	6.2829	71.9882	6.3502	91.5307	6.4825	182.853	5.8715	134.067	6.1016
YLR301W	YLR301W	unknown	84.0948	6.5041	36.368	6.17	7.5007	3.4201	9.7146	3.3296	25.3684	5.9524	19.0308	6.3442
YLR302C	YLR302C	unknown	31.4961	7.2407	20.6314	6.767	12.8588	3.5349	12.9998	3.6362	23.3621	6.6923	17.6818	3.5673
YLR303W	MET17	methionine biosynthesis	185.8602	7.0269	136.2799	6.9471	85.8244	7.1152	24.7147	6.9174	140.8414	6.5352	54.5172	6.7379
YLR304C	ACO1	TCA cycle	298.8005	6.3045	228.963	6.289	305.9907	6.4607	362.9485	6.6007	506.0024	5.9441	389.8846	6.3139
YLR305C	STT4	signaling, PKC1 pathway	29.6712	7.4046	20.8297	6.8916	8.6266	3.8705	12.7297	3.7157	17.3267	3.4964	10.669	3.7705
YLR306W	UBC12	protein degradation, ubiquitin-mediated	3.1511	6.2964	1.6597	6.9085	1.1533	8.0697	1.3877	6.8377	2.0052	5.7228	2.8417	4.9857
YLR307W	CDA1	sporulation	NA	NA	0.3537	7.6158	NA	NA	0.4142	6.8152	0.6116	5.3354	NA	NA
YLR308W	CDA2	sporulation	NA	NA	0.8046	7.1507	NA	NA	NA	NA	0.3629	6.8977	NA	NA
YLR309C	IMH1	secretion (putative)	10.8962	3.8037	4.9917	4.0142	4.3475	4.1138	5.6194	3.81	8.7324	3.4522	8.6855	3.4782
YLR310C	CDC25	signaling	45.4554	7.4752	22.634	7.0158	58.1772	7.5793	52.904	7.6716	40.7349	6.904	34.0796	7.2863
YLR311C	YLR311C	unknown	47.43	11.4316	28.823	10.7556	15.268	5.823	19.6621	5.7495	30.6594	10.6807	24.0266	5.6671
YLR312C	YLR312C	unknown	NA	NA	NA	NA	9.9847	3.18	13.1271	3.1778	16.7838	6.0059	10.4484	3.2397
YLR313C	SPH1	bud site selection, bipolar	11.0934	3.9706	6.2991	3.9858	3.7558	4.5118	5.5002	4.0115	10.2243	3.5268	4.8944	3.8622
YLR314C	CDC3	cytokinesis	47.2603	6.6204	35.2075	6.3026	22.759	6.466	23.5225	6.599	52.526	6.1437	45.1517	6.4276
YLR315W	YLR315W	unknown	15.5551	3.4473	10.1871	3.2826	14.3107	3.1143	8.2438	3.4083	15.2921	3.0793	8.5586	3.3495
YLR316C	TAD3	tRNA processing	12.4576	6.3698	7.9732	6.3126	9.4178	5.9561	6.631	6.3901	11.6032	5.5952	6.8719	5.9121
YLR317W	KRE34	unknown	33.01	8.125	22.2807	7.5818	13.2096	3.9961	13.9184	4.0826	23.8805	7.5258	16.5389	4.0311
YLR319C	BUD6	bud site selection, bipolar	37.0687	6.4062	23.2566	5.9973	16.7329	6.1818	20.6369	6.3709	28.2179	5.9046	21.5642	6.2769
YLR320W	MMS22	unknown	0.6534	7.7062	0.6126	7.6299	NA	NA	1.6645	5.5163	2.4682	4.686	3.5377	4.1623
YLR321C	SFH1	chromatin structure	74.7382	7.1767	49.5683	6.8949	17.8475	6.8748	26.154	7.132	57.7477	6.633	69.2328	6.945
YLR322W	YLR322W	unknown	47.6865	7.4244	24.8193	6.9437	12.2181	3.6877	15.6081	3.7069	30.1574	6.8437	24.2668	7.2735
YLR323C	YLR323C	unknown	14.2724	3.0012	11.393	2.7602	4.0089	3.3948	9.9738	2.8634	15.3454	5.3269	13.7259	2.8044
YLR324W	YLR324W	unknown	23.336	6.0132	16.3537	5.5969	16.6009	5.7362	12.2615	2.9667	16.645	5.5781	11.8251	2.981
YLR326W	YLR326W	unknown	15.7868	6.1684	13.2433	2.8168	19.0662	5.7121	26.0921	5.9057	38.9999	5.4274	38.0378	5.6962
YLR327C	YLR327C	unknown	72.1213	6.1903	49.6727	5.981	168.2791	6.3946	154.053	6.4964	145.2995	5.8099	75.3719	5.9964
YLR328W	YLR328W	unknown	48.9377	6.9515	36.1339	6.6107	17.6409	6.6905	19.4742	6.8759	36.0675	6.4027	21.6784	6.8124
YLR329W	REC102	meiosis, recombination	5.0885	5.3765	2.4521	5.9	0.861	8.377	1.2486	6.6593	2.7513	5.1198	2.0174	4.9769
YLR330W	CHS5	cell wall biogenesis	130.8738	6.1088	79.8507	5.9804	63.0063	6.1682	55.2774	6.2379	92.6583	5.6667	57.583	5.8717
YLR331C	YLR331C	unknown	67.233	4.9655	48.0962	4.828	81.2657	5.0864	83.8627	5.1685	88.7683	4.6356	54.6913	4.7977
YLR332W	MID2	mating (putative)	363.7111	8.339	264.1914	8.3042	100.5216	8.4168	107.1455	8.5568	194.6005	7.7493	113.8889	8.0106
YLR333C	RPS31B	protein synthesis	233.4587	6.1401	168.2592	6.1031	26.4068	5.9811	74.2929	6.2957	128.2695	5.7011	73.2013	5.8921
YLR334C	YLR334C	unknown	9.3992	6.8091	4.1767	7.5127	4.7113	7.3174	6.1798	6.5582	5.2613	6.4905	3.9857	6.395
YLR335W	NUP2	nuclear protein targeting	142.62	7.2636	81.5766	7.079	30.0324	7.0922	52.4024	7.3703	68.8693	6.6925	48.2639	6.9795
YLR336C	SGD1	signaling (putative)	72.0151	6.3691	46.635	6.1305	NA	NA	14.2699	3.1468	50.0938	5.8792	21.8555	6.1889
YLR337C	VRP1	cytoskeleton	351.1877	7.8777	246.3377	7.8423	184.4876	8.0443	125.1035	8.1207	203.3135	7.3299	181.3799	7.6432
YLR338W	KRE21	unknown	269.7347	4.6032	179.8689	4.5925	110.0853	4.6963	76.3485	4.744	144.2177	4.2891	113.516	4.4687
YLR339C	YLR339C	unknown	1815.1474	7.2708	781.3921	7.2806	85.4898	7.3138	200.7798	7.5455	483.0719	6.8248	269.3452	7.1311
YLR340W	RPP0	protein synthesis	1498.7979	6.1599	1130.7749	6.146	93.8163	6.2314	270.3266	6.4232	592.509	5.8041	270.3716	6.0759
YLR341W	SPO77	unknown	5.7935	5.2026	2.854	5.6393	NA	NA	1.8098	6.0265	1.9351	5.4491	2.4592	4.8206
YLR342W	FKS1	cell wall biogenesis	1072.4222	6.8947	695.7097	6.9025	180.6484	7.0275	271.3208	7.1808	462.3812	6.4702	374.3291	6.8517
YLR343W	YLR343W	unknown	39.771	6.3832	25.1325	5.9849	23.5294	6.2681	21.8993	6.3628	33.6872	5.8902	23.5612	6.2368
YLR344W	RPL26A	protein synthesis	321.9224	13.5687	224.4418	13.3683	35.0582	12.9105	78.3162	13.6429	160.0239	12.5284	86.5881	13.0196
YLR345W	YLR345W	unknown	34.1502	6.7915	24.966	6.3479	96.6062	6.9894	77.9881	7.0594	98.8429	6.3683	88.7234	6.6243
YLR346C	YLR346C	unknown	52.2235	6.4535	30.9632	6.0995	20.7036	6.2698	24.9455	6.4479	36.2043	5.9428	25.1022	6.2787
YLR347C	KAP95	nuclear protein targeting	290.6193	6.64	174.1751	6.5897	72.9766	6.6864	80.6144	6.804	119.5197	6.1477	92.2537	6.3799
YLR348C	YLR348C	transport	19.3543	5.1563	17.6137	4.7475	7.895	2.5439	8.3076	2.5933	14.2724	4.7712	11.009	2.5361
YLR349W	YLR349W	unknown	15.947	3.6096	12.1259	3.3492	8.4633	3.5118	6.453	3.7424	13.0075	3.2925	10.0521	3.4612
YLR350W	YLR350W	unknown	90.2805	6.7081	78.9697	6.5697	43.525	6.6992	43.1143	6.8021	58.3445	6.1921	50.6642	6.4677
YLR351C	NIT3	unknown	160.0276	6.0838	124.476	6.0228	51.3919	6.0983	52.3586	6.1942	100.3553	5.6423	59.3963	5.8404
YLR353W	BUD8	bud site selection, bipolar	31.8477	6.5473	16.4247	6.2115	12.3378	3.1919	14.4863	3.2533	25.3478	6.0315	19.0368	6.4292
YLR354C	TAL1	pentose phosphate cycle	339.9284	6.6613	307.1926	6.6624	160.9334	6.8005	195.8969	6.9331	307.7543	6.2401	202.3243	6.507
YLR355C	ILV5	isoleucine and valine biosynthesis	877.6255	5.9316	598.3622	5.9384	54.4589	5.9252	178.8406	6.1606	331.3182	5.5552	165.7407	5.7667
YLR356W	YLR356W	unknown	62.6663	7.2871	47.3099	6.9945	164.212	7.537	65.1175	7.5023	89.9407	6.7971	124.7443	7.1185
YLR357W	RSC2	chromatin structure	53.6101	6.9223	37.3864	6.5894	21.4048	6.7144	29.9176	6.9533	48.2362	6.403	37.3514	6.7187
YLR358C	YLR358C	unknown	50.5456	6.9051	34.0514	6.5442	17.9045	6.645	21.8414	6.8448	46.6848	6.388	29.8882	6.718
YLR359W	ADE13	purine biosynthesis	153.843	6.5535	117.1333	6.4709	21.9798	6.3215	20.1818	6.419	44.428	5.9953	49.0809	6.2888
YLR360W	VPS38	vacuolar protein targeting	47.4365	7.6291	25.687	7.1375	34.6681	7.5696	22.5875	7.5636	34.6057	7.0272	30.3609	7.445
YLR361C	YLR361C	unknown	24.6932	6.4188	13.4444	3.0691	13.0006	3.07	13.3658	3.1605	16.3609	5.9935	12.8963	3.1754
YLR362W	STE11	signaling, pheromone and pseudohyphal growth pathways	46.5905	6.4011	27.6233	6.019	28.2843	6.3307	28.466	6.4421	31.4938	5.8877	27.2094	6.2292
YLR363C	NMD4	unknown	75.3478	7.0163	49.0234	6.7423	20.6797	6.7627	22.1279	6.9248	39.4101	6.441	27.2829	6.8043
YLR363W-A	YLR363W-A	unknown	33.6064	6.6016	16.6429	6.2686	NA	NA	9.3124	3.4348	11.0284	3.2864	6.9689	3.5036
YLR364W	YLR364W	unknown	29.4141	6.1967	19.3241	5.7895	9.6518	3.0944	13.7618	3.0758	20.294	5.7452	16.5528	6.1023
YLR365W	YLR365W	unknown	82.9108	8.967	57.9391	8.5981	14.8838	4.426	27.4086	8.855	45.5232	8.2293	30.5831	8.7343
YLR366W	YLR366W	unknown	48.2759	9.5118	32.0025	8.8899	12.9322	4.8766	20.2693	4.7421	30.7518	8.8442	23.5245	4.7115
YLR367W	RPS22B	protein synthesis	264.4895	14.4452	168.1306	14.1037	30.5176	6.9089	53.861	14.2962	123.5465	13.294	74.5086	13.9006
YLR368W	YLR368W	unknown	28.1618	6.8898	16.5333	6.5083	15.3593	3.2918	14.3617	3.4062	23.7592	6.3224	19.9998	6.7098
YLR369W	SSQ1	DNA replication (mitochondrial)	35.927	6.499	23.2665	6.0822	17.2914	6.2733	18.9626	6.4439	26.5124	5.9951	22.0806	6.365
YLR370C	ARC18	cytoskeleton	200.3063	7.6057	126.0439	7.4884	213.226	7.8046	143.2714	7.8905	183.7763	7.0921	217.6032	7.4437
YLR371W	ROM2	signaling	11.879	4.0453	12.3319	3.5728	19.5529	6.8909	13.9006	3.5829	17.7914	6.7787	22.0802	7.0044
YLR372W	SUR4	fatty acid metabolism	126.8663	7.5237	103.2464	7.3912	10.841	3.772	31.5441	7.4896	70.66	6.9399	39.5205	7.2444
YLR373C	VID22	vacolar protein targeting (putative)	56.3079	7.9872	34.6142	7.5152	20.2862	7.6872	28.3021	7.9616	45.2418	7.3686	39.6262	7.7653
YLR374C	YLR374C	unknown	136.3785	6.3545	108.4573	6.2707	62.9007	6.4089	62.1614	6.5031	84.447	5.8827	60.3227	6.1081
YLR375W	STP3	tRNA splicing	230.3984	6.4704	155.3986	6.4168	123.0837	6.5965	107.4445	6.6839	160.7523	6.0245	292.2192	6.4131
YLR376C	YLR376C	unknown	20.0745	7.2349	13.3694	3.4084	8.7792	3.608	8.5459	3.6839	18.062	6.5578	17.0577	3.4373
YLR377C	FBP1	gluconeogenesis	3.5306	4.277	1.8971	4.5846	3.9418	3.7633	36.8533	6.226	22.2923	5.6448	7.7076	3.1842
YLR378C	SEC61	secretion	1009.9073	6.5509	619.8938	6.5588	221.5692	6.6896	233.8489	6.8164	493.2027	6.1552	252.4404	6.4312
YLR379W	YLR379W	unknown	84.1943	5.9477	50.6426	5.7506	67.2533	6.041	66.4307	6.1299	70.5001	5.5156	40.4174	5.7315
YLR380W	CSR1	unknown	307.9886	6.8683	193.2395	6.8246	43.9066	6.7984	63.001	6.9847	109.9799	6.3474	73.4529	6.578
YLR381W	YLR381W	unknown	32.0959	7.6468	17.8361	3.6292	12.8039	3.7534	13.5217	3.8378	22.3213	7.1009	14.8214	3.8143
YLR382C	NAM2	protein synthesis	26.4821	6.4874	21.5925	6.0074	52.4984	6.5194	36.2903	6.5361	43.0442	5.9514	27.0486	6.262
YLR383W	RHC18	DNA repair, recombination	1.1941	5.5341	0.1272	9.6915	NA	NA	0.9182	5.3055	1.0132	4.643	1.6244	3.886
YLR384C	IKI3	killer toxin sensitivity	41.0666	6.1651	31.39	5.8599	5.6312	3.4598	14.8229	3.057	27.8492	5.6736	16.524	6.0837
YLR385C	YLR385C	unknown	30.8586	6.4357	23.2721	6.0055	35.8485	6.4264	36.5016	6.5352	41.6629	5.9457	33.9503	6.2479
YLR386W	YLR386W	unknown	67.3632	7.0017	42.4063	6.6892	19.3826	6.7323	39.5691	7.091	60.4074	6.4845	37.5402	6.7788
YLR387C	YLR387C	unknown	51.627	6.2652	33.2653	5.9541	24.0612	6.1449	19.3837	6.1972	32.4854	5.7596	28.2654	6.0842
YLR388W	RPS29A	protein synthesis	110.3897	6.9254	76.9946	6.7585	102.1028	7.0691	117.2623	7.1981	114.7441	6.4484	59.6014	6.6696
YLR389C	STE23	mating	85.105	7.5298	52.5192	7.2315	24.5443	7.2964	27.0967	7.4724	53.2772	6.9378	44.0176	7.2745
YLR390W	ECM19	cell wall biogenesis	94.9011	7.0818	68.1066	6.8844	115.3972	7.2543	114.7954	7.3658	118.8535	6.6058	72.1138	6.8384
YLR390W-A	CCW14	cell wall organization and biogenesis	1366.2704	8.1019	1067.7124	8.1033	1740.9741	8.101	650.7037	8.4648	1013.6202	7.651	794.4145	8.2532
YLR392C	YLR392C	unknown	17.8271	3.7102	13.6036	3.4351	20.882	6.7871	16.1401	3.4761	26.4978	6.4613	22.2684	6.8599
YLR393W	ATP10	ATP synthesis	19.8226	6.093	12.4309	2.88	16.983	5.7395	19.5475	5.8985	39.4038	5.494	25.6998	5.7798
YLR394W	CST9	meiosis, synapsis	32.4934	8.2366	18.6821	3.9055	28.3929	7.9652	34.3499	8.185	56.0777	7.5437	41.0208	7.921
YLR395C	COX8	oxidative phosphorylation	67.9601	6.7786	39.0416	6.4565	78.6429	6.9131	165.8424	7.1232	177.9449	6.3818	142.316	6.6381
YLR396C	VPS33	vacuolar protein targeting	30.3357	7.0949	19.3872	6.6428	13.4559	3.4358	14.9042	3.5153	26.0612	6.5103	17.9146	6.972
YLR397C	AFG2	unknown	80.2473	6.2139	59.0777	6.04	24.5319	6.075	30.6674	6.242	44.7804	5.7196	31.4398	5.9995
YLR398C	SKI2	mRNA decay and virus resistance	48.5572	6.372	30.4473	6.0251	10.7213	3.1473	16.9243	6.2965	26.0692	5.8599	19.7321	6.2396
YLR399C	BDF1	meiosis	115.7476	6.0929	72.2038	5.9508	45.5183	6.0974	55.8762	6.2299	87.5928	5.6527	63.6662	5.8665
YLR400W	YLR400W	unknown	11.8557	4.7743	10.9069	4.3232	5.2251	5.0831	8.2027	4.5252	12.2684	4.1552	7.4298	4.4324
YLR401C	YLR401C	unknown	58.7309	5.9463	40.9554	5.7152	8.6888	2.9923	21.4926	5.9103	28.1679	5.4477	18.9007	5.7997
YLR402W	YLR402W	unknown	41.0514	6.252	28.416	5.9047	19.8867	6.0858	21.952	6.2347	36.516	5.7761	21.3701	6.1152
YLR403W	SFP1	unknown	124.8361	8.2069	70.8076	7.9342	57.824	8.2115	62.1109	8.3582	72.6904	7.5694	53.1301	7.9035
YLR404W	YLR404W	unknown	29.3007	8.0852	20.5933	7.5251	11.7119	4.0138	12.6969	4.0669	22.9927	7.4444	21.566	7.8353
YLR405W	YLR405W	unknown	19.2206	5.7178	12.6695	2.6822	2.7116	3.7365	6.2726	3.012	12.9571	2.6701	8.8607	2.8526
YLR406C	RPL31B	protein synthesis	250.6705	11.9736	144.543	11.693	100.6545	12.0199	69.4717	12.0524	145.7109	11.0715	106.7988	11.5072
YLR407W	YLR407W	unknown	15.0899	3.1085	22.5274	5.4957	8.6867	2.9646	13.0066	2.9214	28.2034	5.405	17.4407	5.7686
YLR408C	YLR408C	unknown	44.4896	7.4157	30.0203	6.9639	18.6648	7.1506	23.7837	7.3722	33.2104	6.8333	23.2227	7.2811
YLR409C	YLR409C	unknown	25.4486	6.5611	16.1799	6.1578	7.127	3.4751	16.4118	6.4166	25.816	5.9716	19.1281	6.3665
YLR410W	VIP1	unknown	82.528	6.6794	48.4419	6.4209	35.2499	6.6212	32.8881	6.7119	45.7387	6.1452	34.1394	6.4514
YLR411W	CTR3	transport	18.6586	6.2822	11.9323	2.971	7.9372	3.1336	9.1195	3.1287	14.7601	5.7718	13.205	3.0272
YLR412W	YLR412W	unknown	244.2404	7.5983	159.8396	7.5175	92.3785	7.6834	75.2127	7.7574	134.1712	7.0449	102.0741	7.3095
YLR413W	YLR413W	unknown	539.8859	7.8895	362.6693	7.8819	11.3926	3.9155	93.371	8.065	154.6377	7.3006	82.9476	7.5422
YLR414C	YLR414C	unknown	38.5343	6.5288	37.6942	6.2562	18.4699	6.3192	18.8403	6.4731	34.4985	6.0278	41.6857	6.3536
YLR415C	YLR415C	unknown	39.837	5.7991	28.6279	5.5004	19.3234	5.6568	22.7678	5.8092	31.1074	5.3463	20.574	5.6636
YLR416C	YLR416C	unknown	4.6801	5.5152	5.3948	4.856	5.1079	4.8769	2.6254	5.5656	5.7208	4.5071	4.9341	4.4579
YLR417W	VPS36	vacuolar protein targeting	23.4228	6.5455	19.0587	6.0292	13.1557	3.1145	12.4043	3.2265	21.8827	5.958	15.0368	3.193
YLR418C	CDC73	transcription	53.8493	6.5769	37.5578	6.2753	22.2987	6.4086	21.476	6.5194	41.9428	6.0699	32.1655	6.3832
YLR419W	YLR419W	unknown	27.1852	7.1691	18.5518	6.6874	4.2608	4.4408	12.1087	3.5896	17.8099	6.703	14.5999	3.5396
YLR420W	URA4	pyrimidine biosynthesis	188.4258	6.7342	134.1241	6.6597	17.7071	6.4035	37.606	6.7553	76.4757	6.2071	68.612	6.4642
YLR421C	RPN13	protein degradation (putative)	39.1713	5.5161	27.1031	5.2285	16.1958	5.3394	14.435	5.4562	25.9025	5.0727	20.4753	5.3797
YLR422W	YLR422W	unknown	32.5274	7.2066	15.4199	3.4713	18.8109	6.9162	25.6081	7.1611	23.0486	6.6766	22.2617	7.0396
YLR423C	APG17	unknown	2.083	5.6216	1.2363	6.0341	6.0553	3.935	4.656	4.1378	4.9282	3.9595	7.5346	3.6681
YLR424W	YLR424W	unknown	24.5385	6.6305	17.0768	6.1757	12.1382	3.1901	11.6431	3.3003	15.8686	6.2102	13.6326	3.2655
YLR425W	TUS1	unknown	17.0856	3.9086	8.2312	3.9712	9.5797	3.7624	10.6512	3.7742	12.2392	3.6263	16.6262	3.6274
YLR426W	YLR426W	unknown	22.2922	6.8208	15.3568	3.1847	10.0052	3.3451	9.5644	3.448	14.425	3.2007	10.5221	3.3951
YLR427W	YLR427W	unknown	35.8942	6.565	24.4885	6.1471	15.1385	3.1674	14.5783	3.27	27.0112	6.0543	20.477	6.4461
YLR428C	YLR428C	unknown	141.1632	8.5113	108.2184	8.342	47.0449	8.4311	53.3247	8.6069	97.9402	7.878	66.9499	8.1914
YLR429W	CRN1	cytoskeleton	176.0975	6.1404	123.0194	6.0723	55.7177	6.165	61.0328	6.2741	105.0819	5.6946	76.885	5.9057
YLR430W	SEN1	tRNA splicing	47.3147	6.8301	28.0411	6.4077	10.2577	3.4377	18.9336	6.7568	41.9283	6.3118	26.8065	6.6571
YLR431C	YLR431C	unknown	4.5987	4.7417	1.4986	5.7677	6.5088	3.888	3.2934	4.5021	4.4721	4.053	7.3729	3.6971
YLR432W	IMD3	unknown	87.6476	6.3173	62.6075	6.1464	7.9951	3.2538	28.8183	6.3216	36.6945	5.7883	21.1399	6.1299
YLR433C	CNA1	signaling	45.9805	6.3547	34.8003	6.0584	22.2706	6.212	20.3977	6.3036	33.4722	5.8527	37.5194	6.1704
YLR434C	YLR434C	unknown	39.2498	10.2425	26.5954	9.5591	42.2843	9.9789	57.8362	10.2826	58.4288	9.333	50.5796	9.8314
YLR435W	YLR435W	unknown	32.576	5.7329	25.5537	5.4144	9.2937	2.8569	9.7652	2.918	21.4774	5.3017	15.4777	5.6637
YLR436C	ECM30	cell wall biogenesis	161.129	8.4726	123.1768	8.33	132.8532	8.6461	117.3528	8.7555	181.9642	7.9068	114.0807	8.1811
YLR437C	YLR437C	unknown	34.692	5.2395	25.1116	4.9634	16.5236	5.0973	12.3833	2.5997	16.3769	4.883	13.4134	5.1823
YLR438C-A	LSM3	mRNA splicing	58.1603	4.8614	28.5291	4.6267	12.2746	4.6509	33.1021	4.9449	76.7427	4.5355	68.3217	4.7167
YLR438W	CAR2	arginine metabolism	210.3013	5.9363	146.2901	5.8904	167.8841	6.0806	104.1848	6.139	196.9551	5.5483	62.2936	5.6914
YLR439W	MRPL4	protein synthesis	72.6649	7.0724	57.7606	6.8471	62.8978	7.1579	58.9314	7.2519	118.2047	6.6143	68.6815	6.8454
YLR440C	YLR440C	unknown	52.626	6.5645	35.4287	6.2461	24.4394	6.4301	24.1483	6.5449	39.5136	6.0535	29.7807	6.3767
YLR441C	RPS1A	protein synthesis	746.2483	6.3118	482.8883	6.3192	43.044	6.2451	145.1354	6.5318	333.0836	5.9084	180.3287	6.1412
YLR442C	SIR3	silencing	58.8012	6.8032	20.6612	6.3556	11.3101	3.3602	37.1216	6.889	9.9224	3.4406	13.4894	3.4049
YLR443W	ECM7	cell wall biogenesis	14.757	3.278	11.3984	3.0325	9.3343	3.0832	7.1077	3.2918	12.8072	2.9686	9.3583	3.1445
YLR444C	YLR444C	unknown	41.9978	6.6781	31.3838	6.323	19.1484	6.4648	23.5762	6.665	37.1806	6.1678	30.7759	6.5061
YLR445W	YLR445W	unknown	1.4965	6.3563	1.8002	5.7239	2.0047	5.7034	0.6375	7.0962	1.2285	5.3815	2.5386	4.3614
YLR446W	YLR446W	unknown	20.9945	8.2435	11.4027	4.0438	31.1944	7.7122	9.8912	4.1414	16.3485	3.7879	14.7996	3.9449
YLR447C	VMA6	vacuolar acidification	126.7676	6.8485	94.5128	6.7239	38.2174	6.7804	39.9304	6.9014	89.0524	6.3453	89.4794	6.6116
YLR448W	RPL6B	protein synthesis	414.9802	11.1731	271.8054	11.0809	22.2372	5.337	75.1837	11.2636	204.3537	10.356	98.1519	10.6961
YLR449W	FPR4	protein folding (putative)	117.1951	5.9439	89.5125	5.8484	4.8142	3.3929	24.4999	5.9052	55.2188	5.4746	32.3486	5.7146
YLR450W	HMG2	sterol metabolism	66.3771	7.0268	39.1154	6.685	24.3084	6.8438	17.4879	6.9322	22.0123	6.5181	19.5591	6.8918
YLR451W	LEU3	leucine biosynthesis	95.3907	6.9942	74.5818	6.8249	4.9246	4.1638	33.8651	7.017	51.6827	6.4373	28.3364	6.7627
YLR452C	SST2	mating	180.9127	7.807	125.9676	7.6877	56.3469	7.7918	32.6877	7.752	57.7815	7.1538	57.5708	7.4923
YLR453C	RIF2	silencing	6.973	4.9733	3.0966	5.4843	3.3043	5.4287	3.633	5.0512	6.0188	4.3864	5.2314	4.3505
YLR454W	YLR454W	unknown	20.5238	8.0514	13.5904	3.8078	24.4491	7.4451	18.279	3.7927	32.3792	7.041	35.4364	7.4444
YLR455W	YLR455W	unknown	43.4526	7.1576	24.6564	6.6972	16.215	3.4551	22.3832	7.1084	47.8281	6.6355	37.0423	6.97
