# S. cerevisiae transcriptome, from Holstege et al., Cell 95:717-728, 1998.
#
# orf: the open reading frame
# expr: the expression level
# hl: half life
# tfreq: transcriptional frequency
orf	expr	hl	tfreq
YMR317W	NA	NA	NA
YMR318C	8	13	23
YMR320W	0.1	12	0.4
YMR321C	8.8	10	33
YMR322C	NA	16	NA
YMR323W	NA	12	NA
YMR324C	NA	NA	NA
YMR325C	0.2	21	0.4
YMR326C	NA	NA	NA
YKL067W	3.9	17	8.4
YNL008C	0.9	35	0.9
YNL010W	3.3	12	9.8
YNL011C	0.4	19	0.9
YNL013C	0.2	19	0.3
YNL017C	NA	NA	NA
YNL018C	NA	NA	NA
YNL019C	NA	17	NA
YNL022C	1.2	12	3.9
YNL023C	0.8	12	2.2
YNL024C	0.8	13	2.4
YNL026W	1	15	2.5
YNL028W	NA	29	NA
YNL033W	0.1	NA	NA
YNL034W	NA	16	NA
YNL035C	0.4	12	1.6
YNL038W	1	11	3.4
YNL040W	1.2	10	4.5
YNL041C	0.4	15	1
YNL042W	0.3	13	1
YNL043C	0.2	NA	NA
YNL045W	0.9	16	2.2
YNL046W	3.1	14	8.5
YNL047C	0.6	23	0.9
YNL049C	0.3	12	1.2
YNL050C	1.2	12	3.6
YNL051W	0.4	15	1
YNL056W	2.6	21	4.5
YNL057W	0.2	48	0.1
YNL058C	1.6	24	2.5
YNL063W	0.4	50	0.3
YNL065W	4	10	15.7
YNL075W	3.1	10	12
YNL077W	0.1	32	0.2
YNL078W	1.1	12	3.3
YNL080C	0.8	13	2.4
YNL081C	1.2	18	2.4
YNL083W	0.3	15	0.7
YNL086W	0.6	14	1.4
YNL087W	1.6	11	5.1
YNL089C	NA	NA	NA
YNL091W	0.7	22	1.1
YNL092W	NA	19	NA
YNL094W	0.7	15	1.8
YNL095C	0.3	NA	NA
YNL099C	2	24	3
YNL100W	2.6	18	5.3
YNL101W	1	20	1.9
YNL105W	NA	NA	NA
YNL107W	1.1	11	3.5
YNL108C	1.2	11	4.3
YNL109W	NA	19	NA
YNL110C	4.7	12	14.9
YNL114C	0.6	20	1
YNL115C	0.6	28	0.8
YNL116W	0.2	NA	NA
YNL119W	0.7	13	2.1
YNL120C	NA	NA	NA
YNL122C	1	14	2.7
YNL123W	1.9	18	3.9
YNL124W	1.7	13	4.9
YNL127W	0.2	54	0.2
YNL129W	0.9	13	2.6
YNL132W	1.6	10	5.9
YNL133C	0.3	12	1
YNL134C	8.6	13	24
YNL136W	0.4	27	0.7
YNL140C	0.4	62	0.3
YNL143C	0.2	16	0.4
YNL144C	0.2	14	0.5
YNL146W	0.2	13	0.6
YNL147W	2.8	12	8.6
YNL149C	4	14	11
YNL150W	0.6	16	1.2
YNL152W	0.9	18	1.9
YNL155W	1.2	14	3.1
YNL156C	3.3	25	4.8
YNL157W	3	33	3.5
YNL158W	0.9	17	1.9
YNL159C	0.6	25	0.8
YNL161W	0.9	18	1.8
YNL163C	1.1	14	2.8
YNL164C	0.7	14	1.8
YNL165W	0.8	15	1.8
YNL166C	1	16	2.2
YNL168C	1.2	14	3.3
YNL170W	0.2	15	0.6
YNL171C	0.1	NA	NA
YNL174W	0.4	15	1.2
YNL175C	3.1	10	12.3
YNL176C	0.4	18	0.9
YNL177C	0.9	16	2
YNL179C	0.1	17	0.3
YNL180C	1.3	13	3.9
YNL181W	0.9	11	3.1
YNL182C	0.8	8	3.7
YNL184C	0.4	15	1
YNL187W	0.2	12	0.9
YNL190W	9.9	28	13.3
YNL191W	0.7	18	1.5
YNL193W	0.6	14	1.5
YNL194C	NA	NA	NA
YNL195C	0.1	20	0.2
YNL198C	0.3	14	1
YNL200C	0.7	15	1.6
YNL201C	0.3	12	1.1
YNL203C	0.1	19	0.2
YNL205C	NA	NA	NA
YNL206C	1.2	12	3.8
YNL207W	1.3	12	4.2
YNL208W	6.5	27	8.9
YNL211C	1	15	2.5
YNL212W	1.2	37	1.3
YNL213C	0.6	18	1.1
YNL215W	0.6	16	1.3
YNL217W	1.2	10	4.8
YNL218W	0.2	44	0.2
YNL223W	0.3	22	0.5
YNL224C	0.3	25	0.5
YNL226W	NA	NA	NA
YNL227C	0.3	12	0.9
YNL228W	NA	52	NA
YNL230C	0.2	85	0.1
YNL231C	2.7	12	8.1
YNL232W	3.1	12	9.5
YNL234W	0.3	12	1.1
YNL235C	NA	52	NA
YNL240C	1.2	11	4.1
YNL242W	0.2	18	0.5
YNL245C	0.3	14	0.8
YNL246W	0.9	16	2.1
YNL247W	2.8	14	7.7
YNL253W	0.3	14	0.8
YNL254C	0.4	12	1.4
YNL255C	6.4	15	15.5
YNL256W	0.7	12	2.2
YNL258C	0.7	16	1.7
YNL260C	0.1	23	0.2
YNL264C	0.7	15	1.7
YNL265C	0.6	20	1.1
YNL266W	0.2	24	0.3
YNL269W	NA	NA	NA
YNL274C	0.8	34	0.9
YNL275W	0.3	15	0.9
YNL276C	NA	NA	NA
YNL278W	0.4	16	0.9
YNL279W	0.2	11	0.8
YNL281W	5.7	23	9.2
YNL285W	NA	27	NA
YNL288W	1.6	16	3.6
YNL294C	1	28	1.4
YNL295W	0.2	34	0.2
YNL296W	NA	NA	NA
YNL297C	0.4	23	0.7
YNL300W	5.9	10	22.6
YNL303W	1	10	3.6
YNL305C	2	35	2.1
YNL306W	2.6	15	6.3
YNL308C	3.4	13	9.3
YNL310C	0.4	11	1.6
YNL311C	0.3	23	0.5
YNL313C	1.5	17	3.2
YNL317W	0.4	14	1.1
YNL319W	NA	NA	NA
YNL320W	1.1	18	2.3
YNL321W	0.9	16	2
YNL323W	1	11	3.3
YNL324W	NA	NA	NA
YNL326C	0.6	12	1.7
YNL331C	0.3	17	0.7
YNL335W	NA	NA	NA
YNL337W	0.3	24	0.5
YNL339C	6.4	15	16.2
YNR002C	0.2	31	0.2
YNR004W	0.1	15	0.3
YNR005C	NA	NA	NA
YNR008W	0.3	11	0.9
YNR009W	1.3	10	4.8
YNR013C	1.2	17	2.6
YNR014W	0.4	19	0.8
YNR018W	4.5	11	15.7
YNR020C	1.2	15	3.1
YNR021W	4.4	11	14.4
YNR022C	1	13	2.8
YNR024W	1.9	12	5.7
YNR025C	NA	18	NA
YNR027W	0.9	13	2.6
YNR029C	0.8	11	2.7
YNR036C	3.4	16	7.8
YNR037C	1.9	12	5.5
YNR039C	1.3	16	3.2
YNR040W	0.9	17	1.9
YNR042W	NA	13	NA
YNR046W	2.6	13	7.7
YNR047W	0.2	20	0.5
YNR048W	0.6	11	2
YNR051C	0.3	17	0.8
YNR053C	5.2	11	17.9
YNR054C	1	11	3.6
YNR059W	0.4	30	0.5
YNR061C	2.9	13	8.4
YNR062C	NA	NA	NA
YNR063W	NA	26	NA
YNR064C	NA	30	NA
YNR065C	0.6	87	0.2
YNR066C	NA	NA	NA
YNR067C	2.8	9	11.1
YNR068C	0.3	33	0.4
YNR069C	0.1	27	0.1
YNR070W	NA	19	NA
YNR071C	0.1	13	0.4
YNR073C	0.1	20	0.3
YNR074C	1	20	1.8
YNR077C	0.1	31	0.1
YLR059C	0.7	19	1.3
YOL002C	3.5	9	14.5
YOL003C	0.2	11	1
YOL008W	0.6	18	1.1
YOL010W	1.8	11	6
YOL011W	0.6	14	1.4
YOL014W	1.1	15	2.7
YOL015W	0.2	NA	NA
YOL017W	0.2	17	0.5
YOL019W	1.2	11	3.9
YOL022C	1.8	10	6.5
YOL024W	NA	23	NA
YOL026C	1.9	23	3.2
YOL027C	1.5	16	3.3
YOL029C	0.8	14	2
YOL030W	5.1	33	5.6
YOL031C	0.8	15	1.9
YOL032W	0.6	NA	NA
YOL034W	0.6	22	0.9
YOL035C	NA	20	NA
YOL036W	0.7	38	0.6
YOL037C	NA	NA	NA
YOL041C	1	14	2.6
YOL042W	0.6	16	1.3
YOL045W	0.4	19	0.8
YOL046C	NA	NA	NA
YOL047C	NA	17	NA
YOL048C	0.8	31	0.9
YOL050C	NA	NA	NA
YOL053W	0.3	13	1.1
YOL054W	0.7	10	2.3
YOL055C	0.3	13	1.1
YOL057W	1.2	12	3.6
YOL060C	0.7	22	1.1
YOL063C	0.6	16	1.3
YOL070C	1	15	2.4
YOL071W	0.7	24	1.1
YOL072W	0.4	24	0.8
YOL073C	0.9	23	1.5
YOL075C	0.4	21	0.8
YOL077C	4.3	12	13.4
YOL078W	0.3	11	1
YOL079W	NA	NA	NA
YOL080C	0.8	8	4
YOL082W	0.4	19	0.8
YOL083W	0.4	13	1.4
YOL084W	NA	NA	NA
YOL085C	NA	50	NA
YOL087C	0.6	37	0.6
YOL089C	0.6	20	1.1
YOL091W	NA	NA	NA
YOL092W	3.8	12	11.7
YOL093W	0.6	9	2.1
YOL095C	0.2	11	0.6
YOL098C	1.2	17	2.6
YOL099C	NA	14	NA
YOL100W	0.3	40	0.3
YOL101C	0.9	9	3.8
YOL106W	0.3	15	0.7
YOL107W	0.3	15	0.9
YOL111C	1.5	24	2.4
YOL114C	0.1	27	0.2
YOL117W	0.2	23	0.3
YOL118C	NA	NA	NA
YOL119C	0.7	16	1.5
YOL124C	3.1	12	9.9
YOL125W	0.8	12	2.5
YOL128C	0.4	11	1.4
YOL129W	6.2	19	12
YOL131W	NA	58	NA
YOL132W	NA	10	NA
YOL133W	2.5	26	3.6
YOL134C	0.1	NA	NA
YOL137W	0.4	26	0.6
YOL138C	0.3	NA	NA
YOL141W	0.2	15	0.5
YOL142W	1.5	14	3.9
YOL144W	0.4	11	1.5
YOL146W	1.2	13	3.6
YOL150C	0.2	14	0.7
YOL153C	0.1	NA	NA
YOL154W	0.4	24	0.6
YOL155C	1	42	0.9
YOL157C	0.2	16	0.4
YOL158C	1.6	19	3
YOL159C	0.4	23	0.7
YOL160W	NA	32	NA
YOL161C	0.3	NA	NA
YOL162W	NA	NA	NA
YOL163W	NA	31	NA
YOL164W	0.3	11	1
YOL165C	0.4	19	0.8
YOL166C	NA	NA	NA
YOR004W	5.2	8	23.1
YOR006C	0.9	9	3.3
YOR007C	11.6	23	18.6
YOR009W	2.2	18	4.8
YOR011W	0.2	17	0.6
YOR012W	0.1	12	0.5
YOR013W	0.3	11	1
YOR015W	1.8	19	3.5
YOR016C	1.3	14	3.7
YOR019W	0.1	21	0.3
YOR021C	7	12	20.8
YOR022C	0.3	13	1.1
YOR023C	1	24	1.6
YOR024W	NA	NA	NA
YOR029W	NA	NA	NA
YOR041C	NA	23	NA
YOR042W	1	26	1.4
YOR044W	0.7	27	0.9
YOR049C	0.2	25	0.4
YOR050C	NA	NA	NA
YOR051C	1.3	9	5.5
YOR052C	1.8	18	3.7
YOR053W	0.4	20	0.8
YOR054C	0.6	21	1
YOR055W	NA	NA	NA
YOR056C	1.9	11	6.4
YOR059C	1	49	0.8
YOR060C	0.3	15	0.9
YOR062C	0.3	64	0.2
YOR064C	0.4	15	1
YOR066W	0.6	13	1.5
YOR068C	NA	NA	NA
YOR071C	0.3	8	1.8
YOR072W	0.2	25	0.3
YOR073W	0.8	9	3.1
YOR076C	0.4	27	0.6
YOR078W	2.5	9	9.8
YOR080W	0.6	26	0.8
YOR081C	0.8	10	2.8
YOR082C	NA	18	NA
YOR083W	NA	NA	NA
YOR084W	0.7	12	2.1
YOR086C	1.7	16	3.8
YOR087W	0.2	12	0.7
YOR088W	0.6	13	1.6
YOR090C	0.4	20	0.9
YOR091W	1.7	12	5.4
YOR093C	0.6	21	0.9
YOR097C	0.9	19	1.8
YGR281W	1.3	15	3.2
YOR100C	NA	20	NA
YOR102W	0.3	24	0.5
YOR104W	0.8	20	1.4
YOR105W	0.4	24	0.7
YOR107W	0.2	10	1
YOR108W	2.4	11	8.1
YOR110W	0.3	14	0.8
YOR111W	0.4	11	1.6
YOR112W	0.6	18	1.1
YOR114W	0.2	20	0.4
YOR115C	1.6	12	4.7
YOR118W	0.6	17	1.2
YOR121C	NA	44	NA
YOR125C	1.5	13	4
YOR129C	0.3	14	1
YOR131C	1.5	26	2.1
YOR135C	0.1	17	0.3
YOR137C	0.1	29	0.2
YOR138C	0.6	10	2
YOR139C	NA	35	NA
YOR144C	0.7	12	2
YOR145C	3.6	10	14
YOR146W	0.2	21	0.3
YOR147W	0.6	22	0.9
YOR152C	0.3	28	0.4
YOR154W	0.6	12	1.7
YOR155C	0.3	22	0.6
YOR161C	1.1	15	2.7
YOR163W	0.8	13	2.3
YOR164C	1.8	12	5.7
YOR165W	1.3	13	4
YOR166C	0.6	12	1.6
YOR169C	0.3	16	0.9
YOR170W	NA	NA	NA
YOR172W	0.3	13	1.1
YOR173W	0.1	21	0.2
YOR175C	2.5	12	7.8
YOR177C	NA	20	NA
YOR179C	0.7	9	2.9
YOR183W	NA	11	NA
YOR186W	NA	16	NA
YOR189W	0.9	13	2.4
YOR192C	NA	16	NA
YOR193W	0.2	19	0.5
YOR197W	1.1	21	2
YOR199W	NA	NA	NA
YOR200W	0.1	NA	NA
YOR203W	0.9	16	2.2
YOR205C	0.6	20	1.1
YOR206W	2.7	11	9
YOR214C	NA	NA	NA
YOR215C	1.8	20	3.3
YOR218C	0.3	14	0.9
YOR220W	1	NA	NA
YOR221C	0.7	28	0.9
YOR222W	2	13	5.4
YOR223W	0.6	55	0.3
YOR225W	0.4	18	0.8
YOR226C	1.3	17	2.9
YOR227W	0.4	36	0.4
YOR228C	0.7	16	1.6
YOR235W	NA	NA	NA
YOR238W	0.7	17	1.6
YOR239W	0.8	11	2.7
YOR240W	1	12	3.2
YOR241W	1.6	19	3.1
YOR242C	0.2	16	0.5
YOR243C	1.9	10	6.9
YOR245C	0.9	18	1.7
YOR246C	3.3	13	9.7
YOR247W	8.9	13	26
YOR248W	5.2	13	14.7
YOR251C	1.3	13	3.6
YOR252W	0.4	11	1.6
YOR253W	4	11	13.1
YOR255W	NA	NA	NA
YOR256C	0.7	24	1.1
YOR258W	0.3	15	0.7
YOR262W	1.2	17	2.6
YOR263C	NA	12	NA
YOR264W	0.8	11	2.5
YOR267C	1.1	22	1.9
YOR268C	NA	13	NA
YOR271C	4	10	15.5
YOR273C	0.8	19	1.6
YOR275C	0.2	17	0.6
YOR277C	NA	NA	NA
YOR279C	0.6	14	1.4
YOR280C	0.8	11	2.6
YOR281C	1.5	15	3.6
YOR282W	NA	27	NA
YOR283W	2.9	12	9
YOR284W	0.3	13	0.9
YOR285W	10.2	19	20.3
YOR286W	3.5	16	8
YOR287C	0.6	9	2.3
YOR289W	0.3	19	0.7
YOR291W	1.1	11	3.4
YOR292C	0.4	18	0.9
YOR294W	1.8	11	6.3
YOR295W	0.2	13	0.6
YOR296W	0.3	13	1
YOR297C	0.8	18	1.6
YOR298W	NA	28	NA
YOR300W	NA	12	NA
YOR301W	0.6	13	1.5
YOR302W	2.7	20	4.9
YOR304C	0.4	14	1.1
YOR305W	2.9	15	7.4
YOR306C	1.9	15	4.6
YOR308C	0.2	20	0.5
YOR309C	10.8	14	28.5
YOR311C	1.6	20	3
YOR314W	NA	10	NA
YOR315W	1.2	15	3.1
YOR318C	0.1	28	0.2
YOR320C	1.7	12	5
YOR322C	0.7	18	1.4
YOR324C	0.2	13	0.7
YOR325W	NA	NA	NA
YOR331C	0.2	18	0.6
YOR333C	0.1	21	0.2
YOR338W	0.8	14	1.9
YOR339C	NA	28	NA
YOR342C	2.5	9	10.2
YOR343C	NA	14	NA
YOR345C	NA	21	NA
YOR352W	0.6	16	1.2
YOR353C	0.4	33	0.5
YOR354C	0.9	16	2
YOR356W	1.2	11	4.4
YOR359W	1.6	15	3.7
YOR364W	NA	21	NA
YOR365C	NA	15	NA
YOR366W	0.2	30	0.3
YOR371C	0.3	17	0.8
YOR372C	0.4	30	0.6
YOR376W	NA	NA	NA
YOR378W	NA	33	NA
YOR379C	0.1	20	0.1
YOR380W	0.2	26	0.3
YOR382W	1.9	38	1.9
YOR383C	5.4	51	3.9
YOR385W	0.6	30	0.7
YOR387C	NA	NA	NA
YOR389W	0.2	15	0.5
YOR390W	0.6	16	1.3
YOR391C	NA	21	NA
YOR392W	NA	27	NA
YOR394W	0.4	25	0.6
YML027W	0.8	14	2
YDL235C	2	26	2.9
YKL126W	2.2	19	4.3
YMR104C	0.3	35	0.3
YPL004C	2.6	18	5.4
YPL005W	0.2	74	0.1
YPL007C	0.6	12	1.7
YPL009C	1	28	1.3
YPL012W	2.2	8	10.1
YPL013C	4.3	19	8.6
YPL014W	0.1	NA	NA
YPL017C	NA	22	NA
YPL019C	1.3	14	3.7
YPL020C	1.1	15	2.7
YPL025C	NA	NA	NA
YPL027W	NA	NA	NA
YPL030W	1.3	14	3.6
YPL033C	NA	NA	NA
YPL034W	0.8	17	1.7
YPL035C	0.1	19	0.2
YPL039W	0.9	9	3.8
YPL041C	0.2	11	0.7
YPL044C	NA	NA	NA
YPL047W	0.7	15	1.7
YPL051W	0.7	22	1.1
YPL052W	0.6	20	1.1
YPL055C	0.6	26	0.8
YPL056C	0.4	14	1.1
YPL059W	1.5	17	3.4
YPL060W	0.1	NA	NA
YPL062W	NA	NA	NA
YPL063W	1.2	9	4.8
YPL064C	0.9	17	1.9
YPL066W	0.8	11	2.9
YPL067C	0.3	10	1.3
YPL068C	0.4	10	1.7
YPL070W	0.4	86	0.2
YPL071C	0.4	25	0.6
YPL072W	0.3	19	0.6
YPL073C	NA	NA	NA
YPL077C	0.1	15	0.4
YPL080C	0.3	15	0.7
YPL087W	1.8	20	3.4
YPL088W	0.6	18	1.1
YPL093W	2.7	11	8.9
YPL095C	0.9	19	1.7
YPL096W	0.4	11	1.6
YPL098C	2.2	18	4.8
YPL099C	0.3	14	0.9
YPL100W	0.6	17	1.3
YPL101W	1	11	3.3
YPL102C	NA	15	NA
YPL103C	0.4	18	0.9
YPL105C	1.2	16	2.7
YPL107W	0.4	21	0.8
YPL108W	0.4	10	1.6
YPL109C	0.2	42	0.2
YPL110C	0.2	54	0.2
YPL112C	0.9	13	2.6
YPL113C	0.2	16	0.6
YPL114W	0.2	18	0.4
YPL123C	0.2	54	0.1
YPL125W	0.7	17	1.3
YPL126W	1.2	11	4.1
YPL130W	NA	NA	NA
YPL133C	0.3	16	0.7
YPL134C	0.7	15	1.7
YPL135W	4.8	24	7.5
YPL136W	NA	NA	NA
YPL137C	0.4	15	1.1
YPL138C	0.4	17	1
YPL141C	0.4	17	1.1
YPL142C	0.2	18	0.5
YPL144W	1.5	16	3.5
YPL146C	1	13	3
YPL150W	0.3	28	0.5
YPL151C	0.4	NA	NA
YPL156C	0.3	20	0.6
YPL157W	0.6	10	2.3
YPL158C	0.7	14	1.9
YPL159C	0.4	81	0.2
YPL162C	0.2	13	0.8
YPL164C	0.2	23	0.4
YPL165C	NA	NA	NA
YPL166W	0.1	27	0.1
YPL168W	0.8	24	1.3
YPL170W	2	22	3.4
YPL176C	1.8	26	2.6
YPL180W	0.4	16	1
YPL181W	0.6	20	1
YPL182C	0.4	11	1.6
YPL183C	1.3	8	6.2
YPL184C	0.9	38	0.8
YPL185W	NA	NA	NA
YPL186C	NA	20	NA
YPL189W	NA	NA	NA
YPL191C	0.1	22	0.1
YPL192C	0.2	23	0.4
YPL193W	0.3	14	0.9
YPL196W	0.4	21	0.9
YPL197C	0.1	20	0.3
YPL199C	2.2	12	6.6
YPL200W	NA	NA	NA
YPL201C	NA	30	NA
YPL202C	0.6	22	1
YPL205C	NA	18	NA
YPL206C	2	50	1.5
YPL207W	2.6	12	7.9
YPL208W	0.6	12	1.8
YPL213W	0.4	24	0.7
YPL216W	0.2	NA	NA
YPL217C	1.5	10	5.5
YPL221W	1.1	16	2.7
YPL222W	0.1	NA	NA
YPL225W	8	26	11.5
YPL226W	2.5	18	4.9
YPL229W	0.7	19	1.3
YPL230W	0.1	NA	NA
YPL233W	0.2	13	0.8
YPL235W	3.1	20	6
YPL236C	0.3	17	0.7
YPL238C	0.6	23	0.9
YPL244C	1.8	10	6.6
YPL245W	1.7	15	4.2
YPL246C	3.9	14	10.5
YPL247C	0.3	NA	NA
YPL249C	0.2	32	0.3
YPL250C	0.7	29	0.9
YPL251W	0.1	NA	NA
YPL252C	2.7	12	8.6
YPL257W	NA	18	NA
YPL258C	0.4	16	1
YPL260W	1	58	0.6
YPL261C	0.2	17	0.4
YPL264C	0.2	47	0.2
YPL267W	0.4	13	1.4
YPL272C	0.2	20	0.4
YPL273W	6.2	9	24.3
YPL274W	1.2	14	3.1
YPL275W	0.2	15	0.6
YPL276W	NA	NA	NA
YPL277C	0.1	NA	NA
YPL278C	0.3	23	0.5
YPL279C	0.6	14	1.4
YPL280W	NA	17	NA
YPL282C	0.3	34	0.4
YPL283C	5.8	14	15.2
YPR002W	0.2	36	0.2
YPR003C	0.3	16	0.7
YPR004C	2	19	3.9
YPR007C	NA	13	NA
YPR008W	1	13	2.9
YPR009W	1.3	15	3.3
YPR011C	0.3	11	1.1
YPR012C	0.3	18	0.7
YPR013C	0.2	17	0.6
YPR014C	NA	NA	NA
YPR015C	NA	NA	NA
YPR020W	1.6	18	3.3
YPR021C	0.7	16	1.7
YPR022C	0.4	17	1
YPR023C	1.9	14	5.1
YPR027C	NA	34	NA
YPR028W	10.6	22	18
YPR030W	NA	20	NA
YPR031W	0.3	13	1
YPR037C	2.2	13	6.5
YPR038W	NA	NA	NA
YPR039W	NA	NA	NA
YPR040W	0.4	59	0.3
YPR042C	0.3	33	0.4
YPR044C	0.4	16	0.9
YPR045C	0.2	27	0.3
YPR048W	0.9	13	2.7
YPR049C	0.2	23	0.4
YPR050C	0.1	14	0.4
YPR053C	1.7	13	4.7
YPR059C	NA	17	NA
YPR061C	0.1	23	0.3
YPR063C	2.5	12	7.2
YPR064W	NA	NA	NA
YPR067W	1	21	1.9
YPR070W	0.4	15	1.1
YPR071W	0.4	12	1.2
YPR072W	1.8	22	3
YPR076W	NA	NA	NA
YPR077C	0.2	37	0.2
YPR078C	NA	60	NA
YPR079W	0.4	20	0.9
YPR081C	0.4	24	0.6
YPR082C	1.9	16	4.3
YPR083W	0.1	NA	NA
YPR084W	0.4	21	0.9
YPR085C	0.3	18	0.7
YPR087W	0.1	39	0.2
YPR089W	NA	NA	NA
YPR090W	0.4	22	0.7
YPR091C	0.3	18	0.8
YPR092W	NA	27	NA
YPR093C	0.2	17	0.5
YPR094W	1.6	17	3.4
YPR095C	0.2	NA	NA
YPR096C	NA	19	NA
YPR097W	1	14	2.7
YPR098C	2.8	19	5.7
YPR099C	0.1	23	0.3
YDR368W	2.6	17	5.5
YPR100W	2	13	5.9
YPR105C	0.4	15	1.1
YPR109W	1	12	2.9
YPR112C	1.7	8	7.2
YPR114W	1.2	13	3.4
YPR115W	1.1	19	2.2
YPR116W	NA	NA	NA
YPR117W	0.3	22	0.6
YPR118W	2.5	12	7.4
YPR121W	0.3	16	0.7
YPR123C	NA	18	NA
YPR125W	1.2	13	3.7
YPR126C	0.3	15	0.7
YPR127W	0.4	13	1.4
YPR128C	0.7	12	2.2
YPR130C	0.1	NA	NA
YPR131C	1	13	3.1
YPR133C	1.9	23	3
YPR136C	NA	NA	NA
YPR137W	1.5	13	4.1
YPR139C	1.2	12	3.7
YPR140W	0.8	15	2.1
YPR142C	NA	26	NA
YPR143W	2.4	13	6.4
YPR144C	1.1	12	3.3
YPR146C	0.9	10	3.4
YPR147C	0.9	9	3.8
YPR148C	2.5	16	5.8
YPR150W	NA	NA	NA
YPR151C	NA	34	NA
YPR152C	0.2	28	0.3
YPR153W	0.2	16	0.6
YPR154W	0.3	NA	NA
YPR156C	0.7	17	1.4
YPR157W	NA	NA	NA
YPR158W	0.2	96	0.1
YPR169W	1.2	14	3.3
YPR170C	NA	NA	NA
YPR171W	0.2	NA	NA
YPR172W	0.4	10	1.4
YPR174C	0.7	26	1
YPR177C	NA	NA	NA
YPR179C	0.2	13	0.5
YPR184W	0.1	28	0.2
YPR188C	1.2	16	2.9
YPR192W	NA	NA	NA
YPR194C	0.3	9	1.4
YPR195C	NA	11	NA
YPR196W	NA	18	NA
YPR197C	NA	NA	NA
YPR202W	0.4	NA	NA
YPR203W	0.4	20	0.9
YPR204W	5.4	15	13.2
YLR120C	1.2	18	2.5
YDR144C	3.1	12	10
YLR121C	0.2	26	0.3
YGL259W	NA	NA	NA
YIR039C	0.1	NA	NA
YDR349C	1.1	25	1.7
YFL038C	12.3	26	17.8
YBR264C	1	14	2.7
YNL304W	0.2	8	1.2
YER031C	3.4	16	7.8
YGL210W	1.1	13	3.3
YKR014C	3.1	31	3.8
YNL093W	0.1	23	0.1
YLR262C	1.7	20	3.1
YML001W	5.1	14	13.1
YDR381W	4.8	11	16.2
YDR002W	17.1	19	33.6
YIL063C	1.6	17	3.6
YBR054W	3.8	16	9
YOR162C	0.3	41	0.3
YBR111C	5.1	19	9.9
YHR017W	0.8	18	1.6
YHR016C	0.2	24.5	0.5
YLR277C	0.6	18	1.1
YOR003W	0.2	12	0.5
YBR148W	0.1	23	0.1
YBR162W	3.9	13	11.2
YPL074W	0.6	17	1.3
YGR270W	1.1	20	2.1
YPR107C	0.4	20	0.8
YOR272W	1.6	9	6.5
YNL237W	0.2	15	0.5
YJR099W	0.6	12	1.9
YJL139C	0.3	NA	NA
YIR026C	2	9	7.9
YJL056C	NA	16	NA
YMR273C	0.3	12	0.9
YML109W	0.3	17	0.8
YOL109W	39.4	15	98.9
YDR285W	0.3	22	0.5
YJR127C	0.3	12	0.9
YMR243C	6.2	13	17.6
YGL255W	2	11	6.7
YLR130C	1.6	12	4.7
YBR046C	0.8	18	1.5
YGR285C	17	21	30.1
YNL241C	1.6	16	3.8
