orf	expr.no.pheromone	expr.with.pheromone
YPR136C	11.05	18.42
YPR093C	4.75	4.12
YPR125W	34.02	21.09
YPR074C	1522.58	811.53
YPR097W	8.66	5.79
YMR316C-b	1.43	3.03
YCR041w	7.58	7.4
YCR034w	399.43	215.24
YER025w	783.67	594.9
YJL026W	532.45	423.85
YHL029C	43.65	26.11
YLR165C	5.93	10.11
YLR359W	140.99	152.62
YLR001c	5.55	5.88
YPL031C	37.77	46.14
YPR123C	34.27	39.14
YPR132W	542.47	888.17
YPR148C	8.27	23.23
YPR083W	4.54	8.56
YPR160W	2.52	6.08
YPR184W	18.98	16.39
