orf	name	YPD0.1_rpkb	YPD0.2_rpkb	YPD15.1_rpkb	YPD15.2_rpkb	HS15.1_rpkb	HS15.2_rpkb	YPD0_rpkb	YPD15_rpkb	HS15_rpkb	YPD0_copies_per_cell	YPD15_copies_per_cell	HS15_copies_per_cell
YKL037W	NA	31.04	19.76	39.51	31.04	42.33	22.58	25.4	35.28	32.46	0.09	0.14	0.13
YKL035W	UGP1	1115.81	2367.89	1768.16	1950.98	10530.7	7921.97	1741.85	1859.57	9226.33	6.43	7.55	38.23
YKL036C	NA	189.97	336.29	243.88	364.53	1501.76	1221.95	263.13	304.2	1361.86	0.97	1.23	5.64
YKL034W	TUL1	102.02	125.08	116.21	120.65	112.66	87.82	113.55	118.43	100.24	0.42	0.48	0.42
YKL033W-A	NA	572.99	731.2	605.77	574.42	669.91	417.63	652.1	590.09	543.77	2.41	2.4	2.25
YKL033W	NA	40.55	41.52	37.95	34.39	16.87	17.19	41.04	36.17	17.03	0.15	0.15	0.07
YKL032C	IXR1	288.35	276.26	267.05	262.45	254.96	244.6	282.3	264.75	249.78	1.04	1.07	1.03
YKL031W	NA	12.25	49.01	24.5	12.25	26.96	26.96	30.63	18.38	26.96	0.11	0.07	0.11
YKL030W	NA	926.19	793.39	569.17	401.87	84.51	56.92	859.79	485.52	70.72	3.17	1.97	0.29
YKL029C	MAE1	857.9	745.93	522.51	378.26	62.54	38.33	801.92	450.38	50.44	2.96	1.83	0.21
YKL028W	TFA1	367.85	396.2	338.79	290.59	267.2	244.52	382.02	314.69	255.86	1.41	1.28	1.06
YKL027W	NA	130.61	117.02	147.98	120.04	123.82	92.11	123.82	134.01	107.96	0.46	0.54	0.45
YKL026C	GPX1	77.99	123.98	61.99	75.99	925.85	595.9	100.98	68.99	760.87	0.37	0.28	3.15
YKL025C	PAN3	154.53	191.18	175.83	169.88	207.52	190.68	172.85	172.85	199.1	0.64	0.7	0.82
YKL024C	URA6	607.49	602.55	614.08	548.22	342.43	271.64	605.02	581.15	307.04	2.23	2.36	1.27
YKL023C-A	NA	371.82	358.54	478.05	433.79	243.45	221.32	365.18	455.92	232.39	1.35	1.85	0.96
YKL023W	NA	121.25	181.26	165.34	146.97	274.34	193.51	151.26	156.15	233.93	0.56	0.63	0.97
YKL022C	CDC16	77.14	92.73	67.15	63.15	71.55	45.57	84.93	65.15	58.56	0.31	0.26	0.24
YKL021C	MAK11	213.35	142.47	153.93	135.31	63.72	35.8	177.91	144.62	49.76	0.66	0.59	0.21
YKL020C	SPT23	123.16	128.46	113.8	121.91	128.77	174.6	125.81	117.86	151.69	0.46	0.48	0.63
YKL019W	RAM2	247.08	270.51	241.76	238.56	252.41	179.99	258.8	240.16	216.2	0.96	0.97	0.9
YKL018C-A	NA	254.46	264.51	271.21	207.59	314.73	204.24	259.49	239.4	259.49	0.96	0.97	1.08
YKL018W	SWD2	134.64	82.62	107.1	103.02	110.16	92.82	108.63	105.06	101.49	0.4	0.43	0.42
YKL017C	HCS1	67.33	66.84	69.78	65.85	55.53	45.21	67.08	67.82	50.37	0.25	0.28	0.21
YKL016C	ATP7	660.43	714.18	825.53	936.89	1299.74	990.64	687.3	881.21	1145.19	2.54	3.58	4.74
YKL015W	PUT3	79.74	78.71	68.06	61.53	97.96	61.18	79.23	64.79	79.57	0.29	0.26	0.33
YKL014C	URB1	111.15	59.57	70.61	61.09	6.09	3.62	85.36	65.85	4.85	0.32	0.27	0.02
YKL013C	ARC19	628.96	711	734.43	697.32	1097.75	796.94	669.98	715.88	947.34	2.47	2.91	3.93
YKL012W	PRP40	148.37	148.95	142.57	140.25	166.33	131.56	148.66	141.41	148.95	0.55	0.57	0.62
YKL011C	CCE1	76.8	96.72	72.06	80.6	100.51	52.15	86.76	76.33	76.33	0.32	0.31	0.32
YKL010C	UFD4	86.01	94.84	69.71	68.58	95.97	124.03	90.42	69.15	110	0.33	0.28	0.46
YKL009W	MRT4	748.71	357.27	492.5	382.9	72.59	27.04	552.99	437.7	49.82	2.04	1.78	0.21
YKL008C	LAC1	434.16	820.88	380.29	369.84	408.43	265.32	627.52	375.06	336.87	2.32	1.52	1.4
YKL007W	CAP1	512.24	556.18	478.34	457	743.25	494.66	534.21	467.67	618.96	1.97	1.9	2.56
YKL006C-A	SFT1	369.7	356.01	195.12	253.32	287.55	143.77	362.86	224.22	215.66	1.34	0.91	0.89
YKL006W	RPL14A	7656.54	6275.41	7240.01	5908.2	1392.1	805.66	6965.97	6574.1	1098.88	25.71	26.69	4.55
YKL005C	BYE1	127.49	133.13	105.49	83.49	144.42	93.64	130.31	94.49	119.03	0.48	0.38	0.49
YKL004W	AUR1	475.99	450.94	436.74	364.93	133.61	114.41	463.47	400.84	124.01	1.71	1.63	0.51
YKL003C	MRP17	331.49	374.84	344.24	331.49	443.69	303.44	353.17	337.87	373.57	1.3	1.37	1.55
YKL002W	DID4	565.08	629.16	621.88	508.28	464.59	281.08	597.12	565.08	372.84	2.2	2.29	1.54
YKL001C	MET14	143.94	150.56	125.74	91	137.32	82.72	147.25	108.37	110.02	0.54	0.44	0.46
YKR001C	VPS1	592.76	527.91	613.27	635.21	530.29	501.68	560.34	624.24	515.99	2.07	2.53	2.14
YKR002W	PAP1	184.06	194.16	212.56	169.22	237.5	176.34	189.11	190.89	206.92	0.7	0.77	0.86
YKR003W	OSH6	232.24	296.12	268.31	237.5	386.31	296.12	264.18	252.9	341.21	0.98	1.03	1.41
YKR004C	ECM9	100.52	98.74	94.29	83.62	127.21	81.84	99.63	88.95	104.52	0.37	0.36	0.43
YKR005C	NA	19.82	24.29	13.42	15.34	23.01	8.31	22.05	14.38	15.66	0.08	0.06	0.06
YKR006C	MRPL13	378.47	375.93	382.28	384.82	360.69	331.48	377.2	383.55	346.09	1.39	1.56	1.43
YKR007W	MEH1	227.54	209.19	214.7	225.71	223.87	152.31	218.37	220.2	188.09	0.81	0.89	0.78
YKR008W	RSC4	172.03	177.41	143.54	149.99	164.51	109.13	174.72	146.76	136.82	0.64	0.6	0.57
YKR009C	FOX2	37.72	46.68	33.61	28.01	79.92	53.03	42.2	30.81	66.48	0.16	0.13	0.28
YKR010C	TOF2	97.54	97.1	75.77	62.7	68.8	51.38	97.32	69.23	60.09	0.36	0.28	0.25
YKR011C	NA	167.97	199.29	265.72	321.71	1039.15	837.96	183.63	293.71	938.55	0.68	1.19	3.89
YKR013W	PRY2	910.24	726.56	916.37	736.77	168.37	110.21	818.4	826.57	139.29	3.02	3.36	0.58
YKR012C	NA	333.59	242.86	341.6	298.9	93.41	58.71	288.22	320.25	76.06	1.06	1.3	0.32
YKR014C	YPT52	734.62	880.12	741.75	727.49	1369.39	865.85	807.37	734.62	1117.62	2.98	2.98	4.63
YKR015C	NA	36.54	38.31	28.88	34.18	42.43	28.29	37.42	31.53	35.36	0.14	0.13	0.15
YKR016W	NA	214.08	247.78	277.12	348.27	507.42	409.43	230.93	312.69	458.43	0.85	1.27	1.9
YKR017C	NA	52.91	62.04	53.52	38.93	119.21	74.2	57.48	46.22	96.71	0.21	0.19	0.4
YKR018C	NA	315.67	311.05	318.91	317.06	386.49	419.36	313.36	317.99	402.92	1.16	1.29	1.67
YKR019C	IRS4	42.65	51.94	43.74	24.6	47.57	28.98	47.3	34.17	38.27	0.17	0.14	0.16
YKR020W	VPS51	142.01	150.24	104.97	117.31	164.65	102.91	146.13	111.14	133.78	0.54	0.45	0.55
YKR021W	ALY1	107.37	104.43	86.05	66.56	83.84	95.61	105.9	76.3	89.72	0.39	0.31	0.37
YKR022C	NTR2	150.48	166.05	131.8	127.65	157.74	74.72	158.26	129.72	116.23	0.58	0.53	0.48
YKR023W	NA	97	97.64	99.56	86.15	102.11	65.09	97.32	92.86	83.6	0.36	0.38	0.35
YKR024C	DBP7	100.54	61.14	58.87	52.08	8.15	4.98	80.84	55.48	6.57	0.3	0.23	0.03
YKR025W	RPC37	237.71	171.68	180.08	146.47	55.22	43.22	204.69	163.27	49.22	0.76	0.66	0.2
YKR026C	GCN3	314.17	271.33	294.4	246.06	123.03	73.6	292.75	270.23	98.32	1.08	1.1	0.41
YKR027W	BCH2	70.41	81.41	59.4	56.76	61.61	49.28	75.91	58.08	55.44	0.28	0.24	0.23
YKR028W	SAP190	208.46	200.77	183.86	155.27	112.84	117.14	204.61	169.56	114.99	0.76	0.69	0.48
YKR029C	SET3	95.54	98.66	79.46	80.8	81.25	54.46	97.1	80.13	67.86	0.36	0.33	0.28
YKR030W	GMH1	169.47	197.72	217.37	207.54	256.66	125.26	183.6	212.45	190.96	0.68	0.86	0.79
YKR031C	SPO14	84.58	98.94	74.6	75.8	67.82	99.14	91.76	75.2	83.48	0.34	0.31	0.35
YKR032W	NA	0	3.2	0	0	0	3.2	1.6	0	1.6	0.01	0	0.01
YKR034W	DAL80	3.76	3.76	3.76	2.51	2.51	7.52	3.76	3.13	5.01	0.01	0.01	0.02
YKR033C	NA	4.76	0	4.76	0	4.76	7.15	2.38	2.38	5.96	0.01	0.01	0.02
YKR035W-A	DID2	323.05	286.6	303.17	324.7	447.3	278.32	304.83	313.94	362.81	1.13	1.27	1.5
YKR035C	OPI8	318.86	290.3	299.82	325.2	452.11	282.37	304.58	312.51	367.24	1.12	1.27	1.52
YKR036C	CAF4	104.88	117.4	89.74	78.79	54.26	48.52	111.14	84.27	51.39	0.41	0.34	0.21
YKR037C	SPC34	107.91	114.72	86.33	87.46	147.66	117	111.32	86.89	132.33	0.41	0.35	0.55
YKR038C	KAE1	202.75	196.66	221.02	163.59	158.37	115.73	199.7	192.31	137.05	0.74	0.78	0.57
YKR039W	GAP1	147.24	123.16	227.29	205.46	89.01	80.06	135.2	216.38	84.53	0.5	0.88	0.35
YKR041W	NA	36.61	24.41	17.63	13.56	12.2	9.49	30.51	15.59	10.85	0.11	0.06	0.04
YKR040C	NA	37.43	33.27	16.63	12.48	14.55	16.63	35.35	14.55	15.59	0.13	0.06	0.06
YKR042W	UTH1	3904	3783.26	3868.98	3407.24	3931.65	3185.13	3843.63	3638.11	3558.39	14.19	14.77	14.74
YKR043C	NA	843.52	694.88	772.91	626.75	200.66	163.5	769.2	699.83	182.08	2.84	2.84	0.75
YKR044W	UIP5	184.27	156.1	121.83	86.04	70.05	42.64	170.18	103.94	56.35	0.63	0.42	0.23
YKR045C	NA	88.37	99.42	79.17	69.96	73.64	66.28	93.89	74.56	69.96	0.35	0.3	0.29
YKR046C	PET10	463.58	642.34	524.36	494.56	784.15	398.03	552.96	509.46	591.09	2.04	2.07	2.45
YKR047W	NA	744.08	700.9	744.08	581.31	916.82	647.75	722.49	662.7	782.28	2.67	2.69	3.24
YKR048C	NAP1	647.3	590.8	641.65	622.28	808.72	735.27	619.05	631.96	771.99	2.29	2.57	3.2
YKR049C	FMP46	163.71	214.08	183.86	166.23	1125.83	798.4	188.9	175.04	962.12	0.7	0.71	3.99
YKR050W	TRK2	81.16	84.96	84.58	57.65	77.75	73.58	83.06	71.11	75.66	0.31	0.29	0.31
YKR051W	NA	149.45	184.81	177.58	163.11	217.75	134.99	167.13	170.34	176.37	0.62	0.69	0.73
YKR052C	MRS4	97.34	90.7	128.31	87.39	396	301.98	94.02	107.85	348.99	0.35	0.44	1.45
YKR053C	YSR3	75.68	65.7	70.69	44.08	58.21	30.77	70.69	57.38	44.49	0.26	0.23	0.18
YKR054C	DYN1	34.63	42.02	29.05	27.24	17.89	27.82	38.32	28.15	22.85	0.14	0.11	0.09
YKR055W	RHO4	76.32	78.63	67.07	83.26	148.01	91.35	77.48	75.16	119.68	0.29	0.31	0.5
YKR056W	TRM2	153.98	90.7	75.41	56.95	11.07	3.16	122.34	66.18	7.12	0.45	0.27	0.03
YKR057W	RPS21A	7480.1	5832.72	6709.48	6063.45	1601.23	1555.09	6656.41	6386.46	1578.16	24.57	25.92	6.54
YKR058W	GLG1	104.48	216.08	206.78	234.68	367.06	327.67	160.28	220.73	347.37	0.59	0.9	1.44
YKR059W	TIF1	3013.82	2101.38	2447	2723.5	1188.94	1064.52	2557.6	2585.25	1126.73	9.44	10.49	4.67
YKR060W	UTP30	154.64	103.09	106.78	71.18	20.86	29.46	128.87	88.98	25.16	0.48	0.36	0.1
YKR061W	KTR2	87.92	106.93	72.08	53.86	91.88	45.94	97.43	62.97	68.91	0.36	0.26	0.29
YKR062W	TFA2	232.44	221.13	238.61	226.27	280.78	233.47	226.78	232.44	257.12	0.84	0.94	1.07
YKR063C	LAS1	137.89	124.57	96.59	77.27	25.31	13.99	131.23	86.93	19.65	0.48	0.35	0.08
YKR064W	OAF3	80.33	77.21	65.52	56.94	54.99	56.55	78.77	61.23	55.77	0.29	0.25	0.23
YKR065C	PAM17	437.89	431.05	496.04	431.05	514.86	424.2	434.47	463.54	469.53	1.6	1.88	1.95
YKR066C	CCP1	451.21	679.15	554.9	572.65	1648.83	1549.8	565.18	563.78	1599.31	2.09	2.29	6.63
YKR067W	GPT2	138.72	182.24	220.32	247.97	663.22	533.11	160.48	234.14	598.16	0.59	0.95	2.48
YKR068C	BET3	292.24	349.3	318.18	281.86	335.47	186.76	320.77	300.02	261.11	1.18	1.22	1.08
YKR069W	MET1	50.08	75.7	45.53	43.25	49.52	37.56	62.89	44.39	43.54	0.23	0.18	0.18
YKR070W	NA	184.72	189.5	187.59	196.2	268.94	192.38	187.11	191.9	230.66	0.69	0.78	0.96
YKR071C	DRE2	281.27	271.63	238.88	211.91	262.96	239.85	276.45	225.4	251.4	1.02	0.91	1.04
YKR072C	SIS2	231.13	216.49	210.39	181.73	148.8	146.36	223.81	196.06	147.58	0.83	0.8	0.61
YKR073C	NA	19.02	31.7	41.21	25.36	22.19	34.87	25.36	33.28	28.53	0.09	0.14	0.12
YKR074W	NA	535.78	449.37	527.14	542.26	1289.77	758.3	492.57	534.7	1024.03	1.82	2.17	4.24
YKR075W-A	NA	70.95	138.17	37.34	56.01	11.2	3.73	104.56	46.68	7.47	0.39	0.19	0.03
YKR075C	NA	84.24	146.6	56.89	56.89	25.16	21.88	115.42	56.89	23.52	0.43	0.23	0.1
YKR076W	ECM4	59.16	73.72	87.37	85.55	316.72	285.78	66.44	86.46	301.25	0.25	0.35	1.25
YKR077W	NA	132.03	159.72	130.18	103.4	77.55	54.47	145.87	116.79	66.01	0.54	0.47	0.27
YKR078W	NA	73.72	66.81	60.47	59.32	56.44	42.62	70.26	59.9	49.53	0.26	0.24	0.21
YKR079C	TRZ1	104.45	83.64	76.04	60.83	14.41	6	94.05	68.43	10.2	0.35	0.28	0.04
YKR080W	MTD1	1320.13	1128.68	1361.15	921.46	325.04	146.21	1224.4	1141.3	235.62	4.52	4.63	0.98
YKR081C	RPF2	332.56	164.34	211.98	168.23	18.48	0.97	248.45	190.11	9.72	0.92	0.77	0.04
YKR082W	NUP133	141.77	115.04	114.17	112.72	61.3	49.97	128.4	113.44	55.63	0.47	0.46	0.23
YKR083C	DAD2	149.66	174.6	199.54	142.17	169.61	117.23	162.13	170.86	143.42	0.6	0.69	0.59
YKR084C	HBS1	186.08	163.02	163.02	165.22	149.85	133.93	174.55	164.12	141.89	0.64	0.67	0.59
YKR085C	MRPL20	458.3	339.87	435.99	382.78	351.88	180.23	399.08	409.38	266.06	1.47	1.66	1.1
YKR086W	PRP16	83.76	81.87	63.61	51.01	29.91	20.78	82.81	57.31	25.35	0.31	0.23	0.11
YKR087C	OMA1	144.76	131.16	132.13	106.87	177.79	88.41	137.96	119.5	133.1	0.51	0.49	0.55
YKR088C	TVP38	246.97	287.8	245.98	225.06	257.93	171.29	267.39	235.52	214.61	0.99	0.96	0.89
YKR089C	TGL4	193.51	238.65	256.78	241.61	305.61	269.73	216.08	249.19	287.67	0.8	1.01	1.19
YKR090W	PXL1	99.92	106.61	94.18	87.96	99.44	77.93	103.26	91.07	88.68	0.38	0.37	0.37
YKR091W	SRL3	75.15	154.4	110.67	118.87	654.48	427.67	114.77	114.77	541.08	0.42	0.47	2.24
YKR092C	SRP40	558.79	388.1	372.81	279.4	90.87	45.86	473.44	326.1	68.36	1.75	1.32	0.28
YKR093W	PTR2	392.51	715.68	480.29	582.05	230.92	253.84	554.1	531.17	242.38	2.05	2.16	1
YKR094C	RPL40B	8206.28	6448.54	6781.36	6063.71	1284.51	712.46	7327.41	6422.54	998.48	27.05	26.07	4.14
YKR095W	MLP1	241.47	234.25	196.74	190.07	111.45	143.37	237.86	193.41	127.41	0.88	0.79	0.53
YKR095W-A	PCC1	197.34	155.6	159.39	129.03	185.96	98.67	176.47	144.21	142.31	0.65	0.59	0.59
YKR096W	NA	87.16	92.24	91.96	97.6	110.57	124.96	89.7	94.78	117.77	0.33	0.38	0.49
YKR097W	PCK1	14.7	14.09	11.03	7.35	26.34	26.96	14.4	9.19	26.65	0.05	0.04	0.11
YKR098C	UBP11	68.34	111.4	105.31	93.14	98.76	78.17	89.87	99.23	88.46	0.33	0.4	0.37
YKR099W	BAS1	89.56	102.47	54.98	34.16	7.91	14.16	96.01	44.57	11.04	0.35	0.18	0.05
YKR100C	SKG1	245.65	236.2	268.33	239.98	328.79	259.82	240.93	254.15	294.31	0.89	1.03	1.22
YKR101W	SIR1	45.25	48.23	39.28	27.35	74.59	47.24	46.74	33.32	60.91	0.17	0.14	0.25
YKR102W	FLO10	24.65	32.49	17.18	14.94	12.32	14.19	28.57	16.06	13.26	0.11	0.07	0.05
YKR103W	NFT1	17.69	28.75	14.37	10.78	12.99	10.23	23.22	12.58	11.61	0.09	0.05	0.05
YKR104W	NA	36.21	50.48	18.65	13.17	6.58	12.07	43.35	15.91	9.33	0.16	0.06	0.04
YKR105C	NA	37.94	18.97	0	37.94	0	0	28.46	18.97	0	0.11	0.08	0
YKR106W	NA	7.27	7.27	7.27	36.35	36.35	14.54	7.27	21.81	25.45	0.03	0.09	0.11
YLL067W-A	NA	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YLL067C	NA	0	0	0	0	0	0	0	0	0	0	0	0
YLL066W-B	NA	0	0	0	0	0	0	0	0	0	0	0	0
YLL066W-A	NA	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YLL066C	NA	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YLL065W	NA	0	0	0	0	0	0	0	0	0	0	0	0
YLL064C	NA	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YLL063C	AYT1	45.46	53.98	50.43	44.04	36.22	26.28	49.72	47.23	31.25	0.18	0.19	0.13
YLL062C	MHT1	30.04	43.5	29	27.97	23.82	15.54	36.77	28.49	19.68	0.14	0.12	0.08
YLL061W	MMP1	36.38	64.1	48.51	50.24	40.43	43.31	50.24	49.38	41.87	0.19	0.2	0.17
YLL060C	GTT2	123.93	116.72	103.75	66.29	144.1	67.73	120.32	85.02	105.91	0.44	0.35	0.44
YLL059C	NA	19.99	25.98	15.99	8	4	15.99	22.99	11.99	9.99	0.08	0.05	0.04
YLL058W	NA	62.22	104.49	79.24	79.83	106.25	102.72	83.35	79.54	104.49	0.31	0.32	0.43
YLL057C	JLP1	22.04	15.51	26.94	12.24	29.39	20.41	18.77	19.59	24.9	0.07	0.08	0.1
YLL056C	NA	38.29	59.68	51.8	27.03	64.19	27.03	48.99	39.41	45.61	0.18	0.16	0.19
YLL055W	YCT1	79.09	108.2	84.15	61.37	111.36	74.66	93.64	72.76	93.01	0.35	0.3	0.39
YLL054C	NA	61.64	71.69	55.08	45.03	26.67	22.73	66.67	50.05	24.7	0.25	0.2	0.1
YLL053C	NA	55.3	33.18	44.24	33.18	70.78	28.76	44.24	38.71	49.77	0.16	0.16	0.21
YLL052C	AQY2	33.87	36.13	36.13	15.81	31.61	27.1	35	25.97	29.35	0.13	0.11	0.12
YLL051C	FRE6	137.12	96.93	125.77	96.93	75.18	53.43	117.02	111.35	64.3	0.43	0.45	0.27
YLL050C	COF1	5304.15	5829.41	5632.44	5222.08	7946.85	5569.13	5566.78	5427.26	6757.99	20.55	22.03	28
YLL049W	LDB18	183.48	161.01	161.01	121.69	252.75	108.59	172.24	141.35	180.67	0.64	0.57	0.75
YLL048C	YBT1	253.63	268.83	235.2	223.25	97.85	126.82	261.23	229.22	112.33	0.96	0.93	0.47
YLL047W	NA	26.26	18.38	10.5	2.63	36.76	70.9	22.32	6.56	53.83	0.08	0.03	0.22
YLL046C	RNP1	18.77	17.43	8.05	5.36	22.79	49.61	18.1	6.7	36.2	0.07	0.03	0.15
YLL044W	NA	6896.72	5048.36	5946.27	5081.79	907.46	740.3	5972.54	5514.03	823.88	22.05	22.38	3.41
YLL045C	RPL8B	7716.1	5880.14	6351.12	5775.79	1167.57	786.84	6798.12	6063.45	977.2	25.1	24.61	4.05
YLL043W	FPS1	316.64	330.87	332.39	314.61	254.12	190.59	323.75	323.5	222.36	1.2	1.31	0.92
YLL042C	ATG10	22.04	32.06	26.05	22.04	28.05	8.01	27.05	24.04	18.03	0.1	0.1	0.07
YLL041C	SDH2	330.51	433.96	518.48	668.59	956.22	697.61	382.23	593.53	826.91	1.41	2.41	3.43
YLL040C	VPS13	88.92	126.97	89.14	89.24	76.74	139.58	107.95	89.19	108.16	0.4	0.36	0.45
YLL039C	UBI4	575.6	875.58	793.35	904.51	15487.85	10861.75	725.59	848.93	13174.8	2.68	3.45	54.59
YLL038C	ENT4	84.22	95.08	67.92	74.71	35.32	55.69	89.65	71.31	45.5	0.33	0.29	0.19
YLL037W	NA	108.54	76.77	105.89	113.83	92.65	113.83	92.65	109.86	103.24	0.34	0.45	0.43
YLL036C	PRP19	147.46	148.13	150.13	138.12	109.43	122.11	147.79	144.12	115.77	0.55	0.59	0.48
YLL035W	GRC3	76.71	66.06	53.81	38.89	13.85	12.79	71.39	46.35	13.32	0.26	0.19	0.06
YLL034C	RIX7	150.47	78.25	109.14	94.7	7.62	2.01	114.36	101.92	4.82	0.42	0.41	0.02
YLL033W	NA	72.95	62.74	42.31	45.23	24.8	27.72	67.84	43.77	26.26	0.25	0.18	0.11
YLL032C	NA	79.75	72.02	59	54.52	51.67	52.08	75.88	56.76	51.88	0.28	0.23	0.21
YLL031C	GPI13	184.37	173.78	153.92	178.74	107.91	115.52	179.07	166.33	111.71	0.66	0.68	0.46
YLL030C	NA	5.92	5.92	2.96	2.96	0	8.87	5.92	2.96	4.44	0.02	0.01	0.02
YLL029W	NA	260.75	248.57	246.32	253.08	592.78	616.69	254.66	249.7	604.74	0.94	1.01	2.51
YLL028W	TPO1	329.48	197.23	266.23	261.06	599.17	954.53	263.36	263.64	776.85	0.97	1.07	3.22
YLL027W	ISA1	270.09	421.34	302.5	232.28	256.58	167.45	345.71	267.39	212.02	1.28	1.09	0.88
YLL026W	HSP104	582.47	1399.13	854.57	1128.52	18967.75	16392.9	990.8	991.54	17680.33	3.66	4.02	73.26
YLL025W	NA	22.38	33.57	33.57	16.78	33.57	0	27.97	25.17	16.78	0.1	0.1	0.07
YLL024C	SSA2	5483.04	3639.14	4577.64	4610.74	26620.8	20598.41	4561.09	4594.19	23609.61	16.84	18.65	97.82
YLL023C	NA	302.37	417.28	394.3	416.07	886.56	759.56	359.82	405.18	823.06	1.33	1.64	3.41
YLL022C	HIF1	142.21	92.48	113.42	115.16	48.86	29.66	117.34	114.29	39.26	0.43	0.46	0.16
YLL021W	SPA2	222.04	167.69	177.45	164.67	50.17	77.34	194.87	171.06	63.76	0.72	0.69	0.26
YLL020C	NA	172.35	172.35	172.35	178.98	490.54	394.42	172.35	175.67	442.48	0.64	0.71	1.83
YLL019W-A	NA	119.57	119.57	152.17	152.17	282.61	423.91	119.57	152.17	353.26	0.44	0.62	1.46
YLL019C	KNS1	157.57	189.08	190.91	186.34	343.46	397.81	173.33	188.63	370.63	0.64	0.77	1.54
YLL018C-A	COX19	125.99	166.86	160.05	125.99	146.42	173.67	146.42	143.02	160.05	0.54	0.58	0.66
YLL018C	DPS1	1114.2	1223.45	1099.11	1121.44	584.87	607.2	1168.83	1110.28	596.03	4.31	4.51	2.47
YLL015W	BPT1	102.86	96.38	97.89	85.14	84.71	80.82	99.62	91.52	82.76	0.37	0.37	0.34
YLL014W	NA	656.98	623.06	592.21	499.68	539.78	385.55	640.02	545.95	462.67	2.36	2.22	1.92
YLL013C	PUF3	286.15	274.62	293.08	307.31	111.15	158.46	280.38	300.19	134.81	1.04	1.22	0.56
YLL012W	YEH1	50.02	87.68	45.9	26.48	25.3	25.3	68.85	36.19	25.3	0.25	0.15	0.1
YLL011W	SOF1	178.61	146.19	127.58	121.37	14.48	19.31	162.4	124.47	16.9	0.6	0.51	0.07
YLL010C	PSR1	175.75	196.33	207.42	154.37	202.67	153.58	186.04	180.89	178.12	0.69	0.73	0.74
YLL009C	COX17	747.01	742.22	713.49	703.91	1494.01	761.37	744.61	708.7	1127.69	2.75	2.88	4.67
YLL008W	DRS1	254.23	127.56	133.42	100.97	19.38	6.31	190.89	117.2	12.85	0.7	0.48	0.05
YLL007C	NA	67.63	53.49	51.48	51.98	48.95	42.9	60.56	51.73	45.92	0.22	0.21	0.19
YLL006W-A	NA	5.69	22.75	0	5.69	0	5.69	14.22	2.84	2.84	0.05	0.01	0.01
YLL006W	MMM1	80.49	109.69	72.6	108.11	149.93	189.39	95.09	90.35	169.66	0.35	0.37	0.7
YLL005C	SPO75	59.25	79.39	61.19	48.02	61.96	38.34	69.32	54.61	50.15	0.26	0.22	0.21
YLL004W	ORC3	79.7	67.14	63.87	49.67	54.59	30.57	73.42	56.77	42.58	0.27	0.23	0.18
YLL003W	SFI1	77.02	81.65	57.76	52.41	60.26	45.28	79.33	55.09	52.77	0.29	0.22	0.22
YLL002W	RTT109	82.64	88.05	82.64	75.69	45.57	24.72	85.34	79.17	35.14	0.32	0.32	0.15
YLL001W	DNM1	135.72	151.74	167.76	154.41	193.12	138.83	143.73	161.08	165.98	0.53	0.65	0.69
YLR001C	NA	84.6	137.62	103.7	93.57	123.98	113.45	111.11	98.64	118.71	0.41	0.4	0.49
YLR002C	NOC3	176.75	86.6	108.89	96.23	14.18	5.57	131.68	102.56	9.88	0.49	0.42	0.04
YLR003C	NA	271.33	134.51	174.75	141.41	28.74	17.25	202.92	158.08	22.99	0.75	0.64	0.1
YLR004C	THI73	37.34	37.34	19.96	12.87	17.38	14.16	37.34	16.42	15.77	0.14	0.07	0.07
YLR005W	SSL1	144.83	152.87	130.93	113.37	188.71	151.41	148.85	122.15	170.06	0.55	0.5	0.7
YLR006C	SSK1	122.98	134.8	144.26	122.51	203.39	193.93	128.89	133.39	198.66	0.48	0.54	0.82
YLR007W	NSE1	108.31	139.4	85.25	88.25	103.3	47.14	123.86	86.75	75.22	0.46	0.35	0.31
YLR008C	PAM18	429.57	316.21	375.87	342.06	186.94	161.09	372.89	358.97	174.01	1.38	1.46	0.72
YLR009W	RLP24	599.58	293.84	354.99	280.25	27.18	6.79	446.71	317.62	16.99	1.65	1.29	0.07
YLR010C	TEN1	49.99	66.66	68.74	35.41	91.65	49.99	58.32	52.07	70.82	0.22	0.21	0.29
YLR011W	LOT6	89.94	72.31	100.52	72.31	91.7	44.09	81.12	86.41	67.9	0.3	0.35	0.28
YLR012C	NA	3.36	3.36	0	3.36	10.07	16.79	3.36	1.68	13.43	0.01	0.01	0.06
YLR013W	GAT3	2.38	0	0	0	0	2.38	1.19	0	1.19	0	0	0
YLR014C	PPR1	41.64	28.63	20.82	19.33	10.78	7.81	35.14	20.08	9.3	0.13	0.08	0.04
YLR015W	BRE2	109.13	83.69	81.01	65.61	53.56	32.81	96.41	73.31	43.18	0.36	0.3	0.18
YLR016C	PML1	178.84	146.02	137.82	129.61	137.82	100.08	162.43	133.72	118.95	0.6	0.54	0.49
